support,confidence,lift,artistID1,artistID2
0.108447489,0.355805243,1.582159357,6eUKZXaKkcviH0Ku9w2n3V,00FQb4jTyendYWaN8pK0wa
0.085616438,0.38071066,1.793024398,00FQb4jTyendYWaN8pK0wa,6jJ0s89eD6GaHleKKya26X
0.085616438,0.403225806,1.793024398,6jJ0s89eD6GaHleKKya26X,00FQb4jTyendYWaN8pK0wa
0.083333333,0.370558376,1.803384095,00FQb4jTyendYWaN8pK0wa,6nS5roXSAGhTGr34W6n7Et
0.083333333,0.405555556,1.803384095,6nS5roXSAGhTGr34W6n7Et,00FQb4jTyendYWaN8pK0wa
0.097031963,0.431472081,1.615254458,00FQb4jTyendYWaN8pK0wa,6qqNVTkY8uBg9cP3Jd7DAH
0.097031963,0.363247863,1.615254458,6qqNVTkY8uBg9cP3Jd7DAH,00FQb4jTyendYWaN8pK0wa
0.118721461,0.527918782,1.551868634,00FQb4jTyendYWaN8pK0wa,6vWDO969PvNqNYHIOW5v0m
0.118721461,0.348993289,1.551868634,6vWDO969PvNqNYHIOW5v0m,00FQb4jTyendYWaN8pK0wa
0.113013699,0.502538071,1.66122019,00FQb4jTyendYWaN8pK0wa,738wLrAtLtCtFOLvQBXOXp
0.113013699,0.373584906,1.66122019,738wLrAtLtCtFOLvQBXOXp,00FQb4jTyendYWaN8pK0wa
0.122146119,0.511961722,1.876478949,02kJSzxNuaWGqwubyUba0Z,04gDigrS5kc9YWfZHwBETP
0.122146119,0.447698745,1.876478949,04gDigrS5kc9YWfZHwBETP,02kJSzxNuaWGqwubyUba0Z
0.090182648,0.377990431,1.68081024,02kJSzxNuaWGqwubyUba0Z,06HL4z0CvFAxyc27GXpf02
0.090182648,0.401015228,1.68081024,06HL4z0CvFAxyc27GXpf02,02kJSzxNuaWGqwubyUba0Z
0.100456621,0.421052632,2.037801687,02kJSzxNuaWGqwubyUba0Z,07YZf4WDAMNwqr4jfgOZ8y
0.100456621,0.486187845,2.037801687,07YZf4WDAMNwqr4jfgOZ8y,02kJSzxNuaWGqwubyUba0Z
0.098173516,0.411483254,1.98054577,02kJSzxNuaWGqwubyUba0Z,0C8ZW7ezQVs4URX5aX7Kqx
0.098173516,0.472527473,1.98054577,0C8ZW7ezQVs4URX5aX7Kqx,02kJSzxNuaWGqwubyUba0Z
0.105022831,0.440191388,1.90894879,02kJSzxNuaWGqwubyUba0Z,0QHgL1lAIqAw0HtD7YldmP
0.105022831,0.455445545,1.90894879,0QHgL1lAIqAw0HtD7YldmP,02kJSzxNuaWGqwubyUba0Z
0.091324201,0.38277512,1.916062884,02kJSzxNuaWGqwubyUba0Z,0TnOYISbd1XYRBk9myaseg
0.091324201,0.457142857,1.916062884,0TnOYISbd1XYRBk9myaseg,02kJSzxNuaWGqwubyUba0Z
0.091324201,0.38277512,1.627723324,02kJSzxNuaWGqwubyUba0Z,0X2BH1fck6amBIoJhDVmmJ
0.091324201,0.388349515,1.627723324,0X2BH1fck6amBIoJhDVmmJ,02kJSzxNuaWGqwubyUba0Z
0.127853881,0.535885167,2.077147817,02kJSzxNuaWGqwubyUba0Z,0Y5tJX1MQlPlqiwlOH1tJY
0.127853881,0.495575221,2.077147817,0Y5tJX1MQlPlqiwlOH1tJY,02kJSzxNuaWGqwubyUba0Z
0.097031963,0.406698565,2.172365504,02kJSzxNuaWGqwubyUba0Z,0c173mlxpT3dSFRgMO8XPh
0.097031963,0.518292683,2.172365504,0c173mlxpT3dSFRgMO8XPh,02kJSzxNuaWGqwubyUba0Z
0.100456621,0.421052632,1.731653076,02kJSzxNuaWGqwubyUba0Z,0du5cEVh5yTK9QJze8zA0C
0.100456621,0.41314554,1.731653076,0du5cEVh5yTK9QJze8zA0C,02kJSzxNuaWGqwubyUba0Z
0.105022831,0.440191388,1.836226931,02kJSzxNuaWGqwubyUba0Z,0hCNtLu0JehylgoiP8L4Gh
0.105022831,0.438095238,1.836226931,0hCNtLu0JehylgoiP8L4Gh,02kJSzxNuaWGqwubyUba0Z
0.092465753,0.387559809,2.148749319,02kJSzxNuaWGqwubyUba0Z,0jnsk9HBra6NMjO2oANoPY
0.092465753,0.512658228,2.148749319,0jnsk9HBra6NMjO2oANoPY,02kJSzxNuaWGqwubyUba0Z
0.113013699,0.473684211,2.279930596,02kJSzxNuaWGqwubyUba0Z,137W8MRPWKqSmrBGDBFSop
0.113013699,0.543956044,2.279930596,137W8MRPWKqSmrBGDBFSop,02kJSzxNuaWGqwubyUba0Z
0.132420091,0.555023923,2.190094401,02kJSzxNuaWGqwubyUba0Z,13ubrt8QOOCPljQ2FL1Kca
0.132420091,0.522522523,2.190094401,13ubrt8QOOCPljQ2FL1Kca,02kJSzxNuaWGqwubyUba0Z
0.085616438,0.358851675,1.928552558,02kJSzxNuaWGqwubyUba0Z,15UsOTVnJzReFVN1VCnxy4
0.085616438,0.460122699,1.928552558,15UsOTVnJzReFVN1VCnxy4,02kJSzxNuaWGqwubyUba0Z
0.089041096,0.373205742,2.439762908,02kJSzxNuaWGqwubyUba0Z,17lzZA2AlOHwCwFALHttmp
0.089041096,0.582089552,2.439762908,17lzZA2AlOHwCwFALHttmp,02kJSzxNuaWGqwubyUba0Z
0.118721461,0.497607656,1.64492191,02kJSzxNuaWGqwubyUba0Z,1Cs0zKBU1kc0i8ypK3B9ai
0.118721461,0.39245283,1.64492191,1Cs0zKBU1kc0i8ypK3B9ai,02kJSzxNuaWGqwubyUba0Z
0.089041096,0.373205742,1.626508605,02kJSzxNuaWGqwubyUba0Z,1HY2Jd0NmPuamShAr6KMms
0.089041096,0.388059701,1.626508605,1HY2Jd0NmPuamShAr6KMms,02kJSzxNuaWGqwubyUba0Z
0.151826484,0.636363636,2.434299325,02kJSzxNuaWGqwubyUba0Z,1RyvyyTE3xzB2ZywiAwp0i
0.151826484,0.580786026,2.434299325,1RyvyyTE3xzB2ZywiAwp0i,02kJSzxNuaWGqwubyUba0Z
0.087899543,0.368421053,2.426592798,02kJSzxNuaWGqwubyUba0Z,1URnnhqYAYcrqrcwql10ft
0.087899543,0.578947368,2.426592798,1URnnhqYAYcrqrcwql10ft,02kJSzxNuaWGqwubyUba0Z
0.085616438,0.358851675,1.893699199,02kJSzxNuaWGqwubyUba0Z,1Xylc3o4UrD53lo9CvFvVg
0.085616438,0.451807229,1.893699199,1Xylc3o4UrD53lo9CvFvVg,02kJSzxNuaWGqwubyUba0Z
0.147260274,0.61722488,1.711041124,02kJSzxNuaWGqwubyUba0Z,1Xyo4u8uXC1ZmMpatF05PJ
0.147260274,0.408227848,1.711041124,1Xyo4u8uXC1ZmMpatF05PJ,02kJSzxNuaWGqwubyUba0Z
0.113013699,0.473684211,1.966575206,02kJSzxNuaWGqwubyUba0Z,1uNFoZAHBGtllmzznpCI3s
0.113013699,0.469194313,1.966575206,1uNFoZAHBGtllmzznpCI3s,02kJSzxNuaWGqwubyUba0Z
0.100456621,0.421052632,1.589836661,02kJSzxNuaWGqwubyUba0Z,1vCWHaC5f2uS3yhpwWbIA6
0.100456621,0.379310345,1.589836661,1vCWHaC5f2uS3yhpwWbIA6,02kJSzxNuaWGqwubyUba0Z
0.106164384,0.444976077,2.266273506,02kJSzxNuaWGqwubyUba0Z,20sxb77xiYeusSH8cVdatc
0.106164384,0.540697674,2.266273506,20sxb77xiYeusSH8cVdatc,02kJSzxNuaWGqwubyUba0Z
0.113013699,0.473684211,1.788566243,02kJSzxNuaWGqwubyUba0Z,23fqKkggKUBHNkbKtXEls4
0.113013699,0.426724138,1.788566243,23fqKkggKUBHNkbKtXEls4,02kJSzxNuaWGqwubyUba0Z
0.108447489,0.454545455,1.777597403,02kJSzxNuaWGqwubyUba0Z,23zg3TcAtWQy7J6upgbUnj
0.108447489,0.424107143,1.777597403,23zg3TcAtWQy7J6upgbUnj,02kJSzxNuaWGqwubyUba0Z
0.172374429,0.722488038,2.028524107,02kJSzxNuaWGqwubyUba0Z,246dkjvS1zLTtiykXe5h60
0.172374429,0.483974359,2.028524107,246dkjvS1zLTtiykXe5h60,02kJSzxNuaWGqwubyUba0Z
0.144977169,0.607655502,1.786262484,02kJSzxNuaWGqwubyUba0Z,2YZyLoL8N0Wb9xBt1NhZWg
0.144977169,0.426174497,1.786262484,2YZyLoL8N0Wb9xBt1NhZWg,02kJSzxNuaWGqwubyUba0Z
0.087899543,0.368421053,1.508116085,02kJSzxNuaWGqwubyUba0Z,2h93pZq0e7k5yf4dywlkpM
0.087899543,0.359813084,1.508116085,2h93pZq0e7k5yf4dywlkpM,02kJSzxNuaWGqwubyUba0Z
0.097031963,0.406698565,2.619617225,02kJSzxNuaWGqwubyUba0Z,2jku7tDXc6XoB6MO2hFuqg
0.097031963,0.625,2.619617225,2jku7tDXc6XoB6MO2hFuqg,02kJSzxNuaWGqwubyUba0Z
0.097031963,0.406698565,1.597614092,02kJSzxNuaWGqwubyUba0Z,2wY79sveU1sp5g7SokKOiI
0.097031963,0.381165919,1.597614092,2wY79sveU1sp5g7SokKOiI,02kJSzxNuaWGqwubyUba0Z
0.106164384,0.444976077,1.559196172,02kJSzxNuaWGqwubyUba0Z,31TPClRtHm23RisEBtV3X7
0.106164384,0.372,1.559196172,31TPClRtHm23RisEBtV3X7,02kJSzxNuaWGqwubyUba0Z
0.085616438,0.358851675,2.418108208,02kJSzxNuaWGqwubyUba0Z,31W5EY0aAly4Qieq6OFu6I
0.085616438,0.576923077,2.418108208,31W5EY0aAly4Qieq6OFu6I,02kJSzxNuaWGqwubyUba0Z
0.085616438,0.358851675,1.681037791,02kJSzxNuaWGqwubyUba0Z,3Isy6kedDrgPYoTS1dazA9
0.085616438,0.401069519,1.681037791,3Isy6kedDrgPYoTS1dazA9,02kJSzxNuaWGqwubyUba0Z
0.092465753,0.387559809,2.070136539,02kJSzxNuaWGqwubyUba0Z,3KV3p5EY4AvKxOlhGHORLg
0.092465753,0.493902439,2.070136539,3KV3p5EY4AvKxOlhGHORLg,02kJSzxNuaWGqwubyUba0Z
0.197488584,0.827751196,1.706141289,02kJSzxNuaWGqwubyUba0Z,3TVXtAsR1Inumwj472S9r4
0.197488584,0.407058824,1.706141289,3TVXtAsR1Inumwj472S9r4,02kJSzxNuaWGqwubyUba0Z
0.105022831,0.440191388,1.899545101,02kJSzxNuaWGqwubyUba0Z,3nFkdlSjzX9mRTtwJOzDYB
0.105022831,0.45320197,1.899545101,3nFkdlSjzX9mRTtwJOzDYB,02kJSzxNuaWGqwubyUba0Z
0.087899543,0.368421053,1.898452012,02kJSzxNuaWGqwubyUba0Z,3q7HBObVc0L8jNeTe5Gofh
0.087899543,0.452941176,1.898452012,3q7HBObVc0L8jNeTe5Gofh,02kJSzxNuaWGqwubyUba0Z
0.089041096,0.373205742,2.534327362,02kJSzxNuaWGqwubyUba0Z,46SHBwWsqBkxI7EeeBEQG7
0.089041096,0.604651163,2.534327362,46SHBwWsqBkxI7EeeBEQG7,02kJSzxNuaWGqwubyUba0Z
0.087899543,0.368421053,2.463640016,02kJSzxNuaWGqwubyUba0Z,4MCBfE4596Uoi2O4DtmEMz
0.087899543,0.58778626,2.463640016,4MCBfE4596Uoi2O4DtmEMz,02kJSzxNuaWGqwubyUba0Z
0.091324201,0.38277512,2.191575195,02kJSzxNuaWGqwubyUba0Z,4O15NlyKLIASxsJ0PrXPfz
0.091324201,0.522875817,2.191575195,4O15NlyKLIASxsJ0PrXPfz,02kJSzxNuaWGqwubyUba0Z
0.086757991,0.363636364,2.41322314,02kJSzxNuaWGqwubyUba0Z,4OBJLual30L7gRl5UkeRcT
0.086757991,0.575757576,2.41322314,4OBJLual30L7gRl5UkeRcT,02kJSzxNuaWGqwubyUba0Z
0.109589041,0.459330144,2.117753714,02kJSzxNuaWGqwubyUba0Z,4kYSro6naA4h99UJvo89HB
0.109589041,0.505263158,2.117753714,4kYSro6naA4h99UJvo89HB,02kJSzxNuaWGqwubyUba0Z
0.082191781,0.344497608,2.601550899,02kJSzxNuaWGqwubyUba0Z,4xRYI6VqpkE3UwrDrAZL8L
0.082191781,0.620689655,2.601550899,4xRYI6VqpkE3UwrDrAZL8L,02kJSzxNuaWGqwubyUba0Z
0.131278539,0.550239234,1.818904035,02kJSzxNuaWGqwubyUba0Z,540vIaP2JwjQb9dm3aArA4
0.131278539,0.433962264,1.818904035,540vIaP2JwjQb9dm3aArA4,02kJSzxNuaWGqwubyUba0Z
0.114155251,0.4784689,2.09569378,02kJSzxNuaWGqwubyUba0Z,55Aa2cqylxrFIXC767Z865
0.114155251,0.5,2.09569378,55Aa2cqylxrFIXC767Z865,02kJSzxNuaWGqwubyUba0Z
0.090182648,0.377990431,2.150127385,02kJSzxNuaWGqwubyUba0Z,5IcR3N7QB1j6KBL8eImZ8m
0.090182648,0.512987013,2.150127385,5IcR3N7QB1j6KBL8eImZ8m,02kJSzxNuaWGqwubyUba0Z
0.082191781,0.344497608,1.754534327,02kJSzxNuaWGqwubyUba0Z,5JZ7CnR6gTvEMKX4g70Amv
0.082191781,0.418604651,1.754534327,5JZ7CnR6gTvEMKX4g70Amv,02kJSzxNuaWGqwubyUba0Z
0.166666667,0.698564593,1.748407382,02kJSzxNuaWGqwubyUba0Z,5K4W6rqBFWDnAN6FQUkS6x
0.166666667,0.417142857,1.748407382,5K4W6rqBFWDnAN6FQUkS6x,02kJSzxNuaWGqwubyUba0Z
0.127853881,0.535885167,2.496996844,02kJSzxNuaWGqwubyUba0Z,5LHRHt1k9lMyONurDHEdrp
0.127853881,0.595744681,2.496996844,5LHRHt1k9lMyONurDHEdrp,02kJSzxNuaWGqwubyUba0Z
0.111872146,0.468899522,1.629984051,02kJSzxNuaWGqwubyUba0Z,5WUlDfRSoLAfcVSX1WnrxN
0.111872146,0.388888889,1.629984051,5WUlDfRSoLAfcVSX1WnrxN,02kJSzxNuaWGqwubyUba0Z
0.159817352,0.669856459,1.560623028,02kJSzxNuaWGqwubyUba0Z,5pKCCKE2ajJHZ9KAiaK11H
0.159817352,0.372340426,1.560623028,5pKCCKE2ajJHZ9KAiaK11H,02kJSzxNuaWGqwubyUba0Z
0.092465753,0.387559809,1.815520815,02kJSzxNuaWGqwubyUba0Z,60d24wfXkVzDSfLS6hyCjZ
0.092465753,0.43315508,1.815520815,60d24wfXkVzDSfLS6hyCjZ,02kJSzxNuaWGqwubyUba0Z
0.122146119,0.511961722,1.916574653,02kJSzxNuaWGqwubyUba0Z,64KEffDW9EtZ1y2vBYgq8T
0.122146119,0.457264957,1.916574653,64KEffDW9EtZ1y2vBYgq8T,02kJSzxNuaWGqwubyUba0Z
0.132420091,0.555023923,1.609936944,02kJSzxNuaWGqwubyUba0Z,66CXWjxzNUsdJxJ2JdwvnR
0.132420091,0.38410596,1.609936944,66CXWjxzNUsdJxJ2JdwvnR,02kJSzxNuaWGqwubyUba0Z
0.122146119,0.511961722,1.636782733,02kJSzxNuaWGqwubyUba0Z,69GGBxA162lTqCwzJG5jLp
0.122146119,0.390510949,1.636782733,69GGBxA162lTqCwzJG5jLp,02kJSzxNuaWGqwubyUba0Z
0.085616438,0.358851675,2.57667268,02kJSzxNuaWGqwubyUba0Z,6KZDXtSj0SzGOV705nNeh3
0.085616438,0.614754098,2.57667268,6KZDXtSj0SzGOV705nNeh3,02kJSzxNuaWGqwubyUba0Z
0.125570776,0.526315789,1.63493841,02kJSzxNuaWGqwubyUba0Z,6LuN9FCkKOj5PcnpouEgny
0.125570776,0.390070922,1.63493841,6LuN9FCkKOj5PcnpouEgny,02kJSzxNuaWGqwubyUba0Z
0.127853881,0.535885167,2.14354067,02kJSzxNuaWGqwubyUba0Z,6l3HvQ5sa6mXTsMTB19rO5
0.127853881,0.511415525,2.14354067,6l3HvQ5sa6mXTsMTB19rO5,02kJSzxNuaWGqwubyUba0Z
0.116438356,0.488038278,2.442980178,02kJSzxNuaWGqwubyUba0Z,6oMuImdp5ZcFhWP0ESe6mG
0.116438356,0.582857143,2.442980178,6oMuImdp5ZcFhWP0ESe6mG,02kJSzxNuaWGqwubyUba0Z
0.125570776,0.526315789,1.547156482,02kJSzxNuaWGqwubyUba0Z,6vWDO969PvNqNYHIOW5v0m
0.125570776,0.369127517,1.547156482,6vWDO969PvNqNYHIOW5v0m,02kJSzxNuaWGqwubyUba0Z
0.119863014,0.502392344,2.292165072,02kJSzxNuaWGqwubyUba0Z,6vXTefBL93Dj5IqAWq6OTv
0.119863014,0.546875,2.292165072,6vXTefBL93Dj5IqAWq6OTv,02kJSzxNuaWGqwubyUba0Z
0.123287671,0.516746411,1.708188138,02kJSzxNuaWGqwubyUba0Z,738wLrAtLtCtFOLvQBXOXp
0.123287671,0.40754717,1.708188138,738wLrAtLtCtFOLvQBXOXp,02kJSzxNuaWGqwubyUba0Z
0.090182648,0.377990431,1.706802151,02kJSzxNuaWGqwubyUba0Z,73sIBHcqh3Z3NyqHKZ7FOL
0.090182648,0.407216495,1.706802151,73sIBHcqh3Z3NyqHKZ7FOL,02kJSzxNuaWGqwubyUba0Z
0.155251142,0.650717703,1.619399739,02kJSzxNuaWGqwubyUba0Z,7CajNmpbOovFoOoasH2HaY
0.155251142,0.386363636,1.619399739,7CajNmpbOovFoOoasH2HaY,02kJSzxNuaWGqwubyUba0Z
0.127853881,0.535885167,1.955980861,02kJSzxNuaWGqwubyUba0Z,7bXgB6jMjp9ATFy66eO08Z
0.127853881,0.466666667,1.955980861,7bXgB6jMjp9ATFy66eO08Z,02kJSzxNuaWGqwubyUba0Z
0.130136986,0.545454545,1.942350333,02kJSzxNuaWGqwubyUba0Z,7dGJo4pcD2V6oG8kP0tJRR
0.130136986,0.463414634,1.942350333,7dGJo4pcD2V6oG8kP0tJRR,02kJSzxNuaWGqwubyUba0Z
0.108447489,0.454545455,1.860662702,02kJSzxNuaWGqwubyUba0Z,7hJcb9fa4alzcOq3EaNPoG
0.108447489,0.443925234,1.860662702,7hJcb9fa4alzcOq3EaNPoG,02kJSzxNuaWGqwubyUba0Z
0.097031963,0.406698565,2.359390348,02kJSzxNuaWGqwubyUba0Z,7iZtZyCzp3LItcw1wtPI3D
0.097031963,0.562913907,2.359390348,7iZtZyCzp3LItcw1wtPI3D,02kJSzxNuaWGqwubyUba0Z
0.087899543,0.368421053,1.813128326,02kJSzxNuaWGqwubyUba0Z,7n2wHs1TKAczGzO7Dd2rGr
0.087899543,0.43258427,1.813128326,7n2wHs1TKAczGzO7Dd2rGr,02kJSzxNuaWGqwubyUba0Z
0.131278539,0.481171548,2.139625767,04gDigrS5kc9YWfZHwBETP,06HL4z0CvFAxyc27GXpf02
0.131278539,0.583756345,2.139625767,06HL4z0CvFAxyc27GXpf02,04gDigrS5kc9YWfZHwBETP
0.133561644,0.489539749,2.369264199,04gDigrS5kc9YWfZHwBETP,07YZf4WDAMNwqr4jfgOZ8y
0.133561644,0.64640884,2.369264199,07YZf4WDAMNwqr4jfgOZ8y,04gDigrS5kc9YWfZHwBETP
0.097031963,0.355648536,1.843479983,04gDigrS5kc9YWfZHwBETP,0C0XlULifJtAgn6ZNCW2eu
0.097031963,0.50295858,1.843479983,0C0XlULifJtAgn6ZNCW2eu,04gDigrS5kc9YWfZHwBETP
0.126712329,0.464435146,2.235413122,04gDigrS5kc9YWfZHwBETP,0C8ZW7ezQVs4URX5aX7Kqx
0.126712329,0.60989011,2.235413122,0C8ZW7ezQVs4URX5aX7Kqx,04gDigrS5kc9YWfZHwBETP
0.109589041,0.40167364,2.255551979,04gDigrS5kc9YWfZHwBETP,0EmeFodog0BfCgMzAIvKQp
0.109589041,0.615384615,2.255551979,0EmeFodog0BfCgMzAIvKQp,04gDigrS5kc9YWfZHwBETP
0.085616438,0.313807531,1.762149984,04gDigrS5kc9YWfZHwBETP,0L8ExT028jH3ddEcZwqJJ5
0.085616438,0.480769231,1.762149984,0L8ExT028jH3ddEcZwqJJ5,04gDigrS5kc9YWfZHwBETP
0.101598174,0.372384937,1.614897055,04gDigrS5kc9YWfZHwBETP,0QHgL1lAIqAw0HtD7YldmP
0.101598174,0.440594059,1.614897055,0QHgL1lAIqAw0HtD7YldmP,04gDigrS5kc9YWfZHwBETP
0.121004566,0.443514644,2.220107591,04gDigrS5kc9YWfZHwBETP,0TnOYISbd1XYRBk9myaseg
0.121004566,0.605714286,2.220107591,0TnOYISbd1XYRBk9myaseg,04gDigrS5kc9YWfZHwBETP
0.126712329,0.464435146,1.974976642,04gDigrS5kc9YWfZHwBETP,0X2BH1fck6amBIoJhDVmmJ
0.126712329,0.538834951,1.974976642,0X2BH1fck6amBIoJhDVmmJ,04gDigrS5kc9YWfZHwBETP
0.086757991,0.317991632,1.698540667,04gDigrS5kc9YWfZHwBETP,0c173mlxpT3dSFRgMO8XPh
0.086757991,0.463414634,1.698540667,0c173mlxpT3dSFRgMO8XPh,04gDigrS5kc9YWfZHwBETP
0.144977169,0.531380753,2.1853969,04gDigrS5kc9YWfZHwBETP,0du5cEVh5yTK9QJze8zA0C
0.144977169,0.596244131,2.1853969,0du5cEVh5yTK9QJze8zA0C,04gDigrS5kc9YWfZHwBETP
0.116438356,0.426778243,1.780274955,04gDigrS5kc9YWfZHwBETP,0hCNtLu0JehylgoiP8L4Gh
0.116438356,0.485714286,1.780274955,0hCNtLu0JehylgoiP8L4Gh,04gDigrS5kc9YWfZHwBETP
