support,confidence,lift,artistID1,artistID2,artistID3
0.102739726,0.384615385,1.710269426,5pKCCKE2ajJHZ9KAiaK11H,6vWDO969PvNqNYHIOW5v0m,00FQb4jTyendYWaN8pK0wa
0.093607306,0.621212121,2.053516295,5pKCCKE2ajJHZ9KAiaK11H,00FQb4jTyendYWaN8pK0wa,738wLrAtLtCtFOLvQBXOXp
0.093607306,0.828282828,1.92972276,738wLrAtLtCtFOLvQBXOXp,00FQb4jTyendYWaN8pK0wa,5pKCCKE2ajJHZ9KAiaK11H
0.093607306,0.438502674,1.949890062,5pKCCKE2ajJHZ9KAiaK11H,738wLrAtLtCtFOLvQBXOXp,00FQb4jTyendYWaN8pK0wa
0.102739726,0.681818182,1.696797521,5pKCCKE2ajJHZ9KAiaK11H,00FQb4jTyendYWaN8pK0wa,7CajNmpbOovFoOoasH2HaY
0.102739726,0.762711864,1.776956365,00FQb4jTyendYWaN8pK0wa,7CajNmpbOovFoOoasH2HaY,5pKCCKE2ajJHZ9KAiaK11H
0.102739726,0.403587444,1.794632492,5pKCCKE2ajJHZ9KAiaK11H,7CajNmpbOovFoOoasH2HaY,00FQb4jTyendYWaN8pK0wa
0.083333333,0.701923077,2.063371193,66CXWjxzNUsdJxJ2JdwvnR,00FQb4jTyendYWaN8pK0wa,6vWDO969PvNqNYHIOW5v0m
0.083333333,0.701923077,2.036041773,00FQb4jTyendYWaN8pK0wa,6vWDO969PvNqNYHIOW5v0m,66CXWjxzNUsdJxJ2JdwvnR
0.083333333,0.405555556,1.803384095,66CXWjxzNUsdJxJ2JdwvnR,6vWDO969PvNqNYHIOW5v0m,00FQb4jTyendYWaN8pK0wa
0.090182648,0.759615385,1.890406469,66CXWjxzNUsdJxJ2JdwvnR,00FQb4jTyendYWaN8pK0wa,7CajNmpbOovFoOoasH2HaY
0.090182648,0.669491525,1.941968796,00FQb4jTyendYWaN8pK0wa,7CajNmpbOovFoOoasH2HaY,66CXWjxzNUsdJxJ2JdwvnR
0.090182648,0.393034826,1.74770816,66CXWjxzNUsdJxJ2JdwvnR,7CajNmpbOovFoOoasH2HaY,00FQb4jTyendYWaN8pK0wa
0.087899543,0.793814433,1.975515464,00FQb4jTyendYWaN8pK0wa,69GGBxA162lTqCwzJG5jLp,7CajNmpbOovFoOoasH2HaY
0.087899543,0.652542373,2.08623036,00FQb4jTyendYWaN8pK0wa,7CajNmpbOovFoOoasH2HaY,69GGBxA162lTqCwzJG5jLp
0.087899543,0.390862944,1.738050452,69GGBxA162lTqCwzJG5jLp,7CajNmpbOovFoOoasH2HaY,00FQb4jTyendYWaN8pK0wa
0.082191781,0.734693878,1.8283859,6LuN9FCkKOj5PcnpouEgny,00FQb4jTyendYWaN8pK0wa,7CajNmpbOovFoOoasH2HaY
0.082191781,0.610169492,1.895420123,00FQb4jTyendYWaN8pK0wa,7CajNmpbOovFoOoasH2HaY,6LuN9FCkKOj5PcnpouEgny
0.082191781,0.393442623,1.749521511,6LuN9FCkKOj5PcnpouEgny,7CajNmpbOovFoOoasH2HaY,00FQb4jTyendYWaN8pK0wa
0.083333333,0.701923077,1.746831294,00FQb4jTyendYWaN8pK0wa,6vWDO969PvNqNYHIOW5v0m,7CajNmpbOovFoOoasH2HaY
0.083333333,0.618644068,1.818564441,00FQb4jTyendYWaN8pK0wa,7CajNmpbOovFoOoasH2HaY,6vWDO969PvNqNYHIOW5v0m
0.083333333,0.41954023,1.865569753,6vWDO969PvNqNYHIOW5v0m,7CajNmpbOovFoOoasH2HaY,00FQb4jTyendYWaN8pK0wa
0.090182648,0.797979798,1.985881543,738wLrAtLtCtFOLvQBXOXp,00FQb4jTyendYWaN8pK0wa,7CajNmpbOovFoOoasH2HaY
0.090182648,0.669491525,2.213111609,00FQb4jTyendYWaN8pK0wa,7CajNmpbOovFoOoasH2HaY,738wLrAtLtCtFOLvQBXOXp
0.090182648,0.429347826,1.909181196,738wLrAtLtCtFOLvQBXOXp,7CajNmpbOovFoOoasH2HaY,00FQb4jTyendYWaN8pK0wa
0.084474886,0.691588785,2.286157644,04gDigrS5kc9YWfZHwBETP,02kJSzxNuaWGqwubyUba0Z,1Cs0zKBU1kc0i8ypK3B9ai
0.084474886,0.711538462,2.607981976,02kJSzxNuaWGqwubyUba0Z,1Cs0zKBU1kc0i8ypK3B9ai,04gDigrS5kc9YWfZHwBETP
0.084474886,0.490066225,2.05405748,04gDigrS5kc9YWfZHwBETP,1Cs0zKBU1kc0i8ypK3B9ai,02kJSzxNuaWGqwubyUba0Z
0.092465753,0.757009346,2.098544895,04gDigrS5kc9YWfZHwBETP,02kJSzxNuaWGqwubyUba0Z,1Xyo4u8uXC1ZmMpatF05PJ
0.092465753,0.627906977,2.301449839,1Xyo4u8uXC1ZmMpatF05PJ,02kJSzxNuaWGqwubyUba0Z,04gDigrS5kc9YWfZHwBETP
0.092465753,0.547297297,2.293935083,04gDigrS5kc9YWfZHwBETP,1Xyo4u8uXC1ZmMpatF05PJ,02kJSzxNuaWGqwubyUba0Z
0.081050228,0.663551402,2.754838995,04gDigrS5kc9YWfZHwBETP,02kJSzxNuaWGqwubyUba0Z,1uNFoZAHBGtllmzznpCI3s
