support,confidence,lift,trackID1,trackID2,trackID3
0.028538813,0.675675676,11.60572337,5KawlOMHjWeUjQtnuRs22c,09oZ9eXQ2fo6YDrPzJqAoP,1tNJrcVe6gwLEiZCtprs1u
0.028538813,0.833333333,12.5862069,5KawlOMHjWeUjQtnuRs22c,1tNJrcVe6gwLEiZCtprs1u,09oZ9eXQ2fo6YDrPzJqAoP
0.026255708,0.821428571,8.367109635,09oZ9eXQ2fo6YDrPzJqAoP,1tNJrcVe6gwLEiZCtprs1u,6nDKrPlXdpomGBgAlO7UdP
0.026255708,0.621621622,10.6772655,6nDKrPlXdpomGBgAlO7UdP,09oZ9eXQ2fo6YDrPzJqAoP,1tNJrcVe6gwLEiZCtprs1u
0.026255708,0.793103448,11.97859691,6nDKrPlXdpomGBgAlO7UdP,1tNJrcVe6gwLEiZCtprs1u,09oZ9eXQ2fo6YDrPzJqAoP
0.029680365,0.928571429,10.16785714,09oZ9eXQ2fo6YDrPzJqAoP,1tNJrcVe6gwLEiZCtprs1u,6u7jPi22kF8CTQ3rb9DHE7
0.029680365,0.666666667,11.45098039,6u7jPi22kF8CTQ3rb9DHE7,09oZ9eXQ2fo6YDrPzJqAoP,1tNJrcVe6gwLEiZCtprs1u
0.029680365,0.787878788,11.89968652,6u7jPi22kF8CTQ3rb9DHE7,1tNJrcVe6gwLEiZCtprs1u,09oZ9eXQ2fo6YDrPzJqAoP
0.026255708,0.821428571,19.98809524,09oZ9eXQ2fo6YDrPzJqAoP,1tNJrcVe6gwLEiZCtprs1u,7DHApOHsIFo7EyfieArYGE
0.026255708,0.793103448,13.62271805,09oZ9eXQ2fo6YDrPzJqAoP,7DHApOHsIFo7EyfieArYGE,1tNJrcVe6gwLEiZCtprs1u
0.026255708,0.958333333,14.47413793,1tNJrcVe6gwLEiZCtprs1u,7DHApOHsIFo7EyfieArYGE,09oZ9eXQ2fo6YDrPzJqAoP
0.026255708,0.621621622,11.58596895,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,2qxmye6gAegTMjLKEBoR3d
0.026255708,0.92,8.483368421,09oZ9eXQ2fo6YDrPzJqAoP,2qxmye6gAegTMjLKEBoR3d,2Fxmhks0bxGSBdJ92vM42m
0.026255708,0.621621622,9.388630009,2Fxmhks0bxGSBdJ92vM42m,2qxmye6gAegTMjLKEBoR3d,09oZ9eXQ2fo6YDrPzJqAoP
0.033105023,0.783783784,11.25564909,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,35RDmXJ59YYGNlv1KfTGsP
0.033105023,0.805555556,7.428070175,35RDmXJ59YYGNlv1KfTGsP,09oZ9eXQ2fo6YDrPzJqAoP,2Fxmhks0bxGSBdJ92vM42m
0.033105023,0.659090909,9.954545455,2Fxmhks0bxGSBdJ92vM42m,35RDmXJ59YYGNlv1KfTGsP,09oZ9eXQ2fo6YDrPzJqAoP
0.029680365,0.702702703,14.31552483,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,3QmolSZqjjLksTUvZJ6pPS
0.029680365,0.928571429,8.562406015,09oZ9eXQ2fo6YDrPzJqAoP,3QmolSZqjjLksTUvZJ6pPS,2Fxmhks0bxGSBdJ92vM42m
0.029680365,0.684210526,10.33393829,2Fxmhks0bxGSBdJ92vM42m,3QmolSZqjjLksTUvZJ6pPS,09oZ9eXQ2fo6YDrPzJqAoP
0.029680365,0.702702703,10.0912716,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,3y3brCCecHC3Db18aIOnny
0.029680365,0.838709677,7.733786078,3y3brCCecHC3Db18aIOnny,09oZ9eXQ2fo6YDrPzJqAoP,2Fxmhks0bxGSBdJ92vM42m
0.029680365,0.604651163,9.132317562,2Fxmhks0bxGSBdJ92vM42m,3y3brCCecHC3Db18aIOnny,09oZ9eXQ2fo6YDrPzJqAoP
0.02739726,0.648648649,11.36432432,2Fxmhks0bxGSBdJ92vM42m,09oZ9eXQ2fo6YDrPzJqAoP,4NSW0Km5ZG60L8FthUebPJ
